材料力学,https://www.icourse163.org/course/SCUT-1207542808
1+1塑形健身舞蹈,https://www.icourse163.org/course/SCUT-1207465802
思想道德与法治,https://www.icourse163.org/course/SCUT-1207396801
趣读财务报表,https://www.icourse163.org/course/SCUT-1207167804
庄子寓言及其智慧,https://www.icourse163.org/course/SCUT-1206577808
机械设计,https://www.icourse163.org/course/SCUT-1206577807
酒店管理原理,https://www.icourse163.org/course/SCUT-1002916012
离散数学,https://www.icourse163.org/course/SCUT-1206350803
数学实验,https://www.icourse163.org/course/SCUT-1206300815
思维与逻辑学,https://www.icourse163.org/course/SCUT-1206145804
配送中心设计与管理,https://www.icourse163.org/course/SCUT-1206149802
大学美育,https://www.icourse163.org/course/SCUT-1002761026
教育心理学,https://www.icourse163.org/course/BNU-1470417183
创意写作的理论与实践,https://www.icourse163.org/course/BNU-1470429177
十三经导读,https://www.icourse163.org/course/BNU-1470430178
流域水环境学,https://www.icourse163.org/course/BNU-1466093201
认知神经科学常用技术及原理,https://www.icourse163.org/course/BNU-1466044163
废水生物处理工程实验,https://www.icourse163.org/course/BNU-1466052161
SPSS数据分析及量化研究,https://www.icourse163.org/course/BNU-1466045164
行为生态学,https://www.icourse163.org/course/BNU-1464041179
哲学入门,https://www.icourse163.org/course/BNU-1464030178
自然资源与环境经济学,https://www.icourse163.org/course/BNU-1464037175
研究设计与数据分析,https://www.icourse163.org/course/BNU-1464024177
中国史学史,https://www.icourse163.org/course/BNU-1464025177
影像史学基础,https://www.icourse163.org/course/BNU-1463231173
小分子与大健康,https://www.icourse163.org/course/BNU-1463107162
发育生物学实验,https://www.icourse163.org/course/BNU-1463106162
运动与健康促进 （研究生）,https://www.icourse163.org/course/BNU-1462100164
常微分方程,https://www.icourse163.org/course/BNU-1461790174
地理信息系统工程,https://www.icourse163.org/course/BNU-1461813175
女子形体,https://www.icourse163.org/course/BNU-1461596170
金融与投资分析,https://www.icourse163.org/course/BNU-1461538166
计算机在材料科学应用,https://www.icourse163.org/course/NEU-1466001174
